id,status_group
60680,functional
54669,non functional
7919,functional
58595,non functional
2381,functional
39457,non functional
6055,functional
59141,functional
13698,functional
63930,functional
11930,functional
57875,non functional
66958,non functional
47427,functional
42025,functional
13019,functional
10295,non functional
1468,functional
64449,non functional
35590,non functional
66187,functional
67742,non functional
16104,functional
73801,functional
63163,functional
60345,functional
39099,functional
405,non functional
58984,functional
22877,functional
13783,functional
15148,non functional
67707,functional
570,functional
21674,non functional
49827,non functional
65611,non functional
48052,non functional
59547,non functional
39793,functional
27686,functional
53927,non functional
54485,functional
11922,functional
34851,functional
14646,functional
38991,functional
20155,functional
50328,functional
72786,functional
61652,functional
10296,non functional
9126,non functional
47495,functional
46307,functional
69138,functional
74198,non functional
2225,non functional
29754,functional
59626,functional
38715,functional
33644,functional
42537,non functional
6102,non functional
22099,non functional
73285,non functional
30675,functional
45645,non functional
10133,functional
31392,non functional
53757,non functional
69091,functional
34819,functional
30233,functional
8541,non functional
20185,non functional
15100,functional
22154,functional
65590,functional
21544,non functional
33226,functional
37935,functional needs repair
4179,functional
12087,functional
15163,non functional
37300,functional
45039,functional
46519,non functional
8850,non functional
7211,non functional
72111,functional
20652,functional
37761,functional
13869,non functional
20960,functional
51314,non functional
25560,functional
48880,functional
33275,functional
17433,non functional
71960,functional
70739,functional
22260,functional
48713,functional
30294,non functional
27185,non functional
21593,functional
32119,functional
20299,functional
55818,functional
74137,functional
46159,functional
59203,functional
20171,functional
18385,non functional
44915,functional
15941,non functional
15865,non functional
57598,non functional
56036,non functional
35251,functional
31002,functional
3720,functional
63990,non functional
7340,non functional
68382,functional
48833,non functional
54309,functional
29274,functional
26159,functional
5756,functional
65520,functional
17723,non functional
43704,functional
32284,functional
26312,functional
54828,non functional
21386,functional
26077,non functional
54702,functional
68427,functional
41359,non functional
57912,functional
57126,functional
21321,functional
53202,non functional
3351,non functional
41354,functional
19050,non functional
15929,functional
31560,functional
61696,non functional
56022,non functional
48422,non functional
18651,functional
23414,functional
23653,non functional
4003,non functional
26311,non functional
70408,functional
42630,non functional
64456,functional
66412,functional
39856,non functional
54522,functional
10505,functional
31406,functional
28354,functional
2621,functional
55216,functional
40173,non functional
37985,functional
52840,functional
12109,non functional
26963,non functional
46197,functional
22081,functional
46780,non functional
2633,functional
56927,functional
59682,functional
38169,functional
49662,non functional
27236,non functional
66648,non functional
60179,non functional
46608,non functional
7912,functional
40483,non functional
28335,functional
64791,functional
970,non functional
54743,functional
70993,functional
46287,non functional
27169,functional
29471,functional
71476,functional
45420,functional
71980,functional
72862,functional
6168,non functional
73489,non functional
67595,functional
37418,functional
23319,non functional
379,non functional
61286,functional
15933,functional
55858,functional
60144,non functional
4352,functional
9905,non functional
27743,functional
35256,non functional
35537,non functional
25120,functional
43468,functional
53035,non functional
69597,non functional
1440,non functional
54701,functional needs repair
50701,functional
26306,non functional
5101,functional
50562,functional needs repair
21381,functional
61186,functional
10726,non functional
38114,functional needs repair
52810,non functional
20389,functional
43615,functional
57068,non functional
49109,functional
11086,functional
73675,functional
12727,functional
48628,functional
34433,functional needs repair
57340,functional
46701,non functional
35299,functional
41210,non functional
49874,functional
13390,non functional
66488,functional
67786,non functional
57646,functional
